城市,方式,楼盘名称,户型,城市地区,区内地段,面积,朝向,标签,价格,楼层类型,楼层数,封面图,品牌,详情链接
湛江,整租,嘉丽轩,2室2厅1卫,赤坎区,金沙湾片区,65.00㎡,南,,1900元/月,中楼层,26层,"https://image1.ljcdn.com/110000-inspection/4283361d-9c07-4323-b23c-e6189933cd82.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119629635334438912.html
湛江,整租,水木清华,1室1厅1卫,霞山区,鼎盛片区,52.00㎡,南,精装,2000元/月,中楼层,11层,"https://image1.ljcdn.com/110000-inspection/2a4d0fd3-e860-44c1-a010-f4efc66833c0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119735537601347584.html
湛江,整租,海田生活小区,3室2厅1卫,赤坎区,金沙湾片区,100.00㎡,南,精装,1600元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/e2711cf6-6454-4210-b985-cc019cef39cf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119742668480184320.html
湛江,整租,御景华府,4室2厅2卫,赤坎区,南国热带花园片区,120.00㎡,南,精装 双卫生间,3000元/月,高楼层,26层,"https://image1.ljcdn.com/110000-inspection/c389ccd3-697a-4fb2-9173-01145c5997af.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119824802372911104.html
湛江,整租,万达广场,1室1厅1卫,霞山区,万达片区,48.00㎡,南,精装 随时看房,1300元/月,低楼层,45层,"https://image1.ljcdn.com/110000-inspection/4579b07b-cc06-4ea4-99ae-953cc07e5375_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119722594742566912.html
湛江,整租,金沙湾一期雅韵苑,3室2厅1卫,赤坎区,金沙湾片区,85.00㎡,南,精装,1000元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/a7ae5da7-b977-4370-b7d1-bd7a25ced1e0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119756366875721728.html
湛江,整租,恒大外滩花园,3室2厅1卫,赤坎区,调顺片区,105.00㎡,东南,精装,2000元/月,中楼层,21层,"https://image1.ljcdn.com/110000-inspection/d1312ee1-309b-446d-82f5-8f5e3ec3b66f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119737658283393024.html
湛江,整租,保利天悦湾,3室2厅1卫,赤坎区,金沙湾片区,100.00㎡,东南,精装,3300元/月,中楼层,53层,"https://image1.ljcdn.com/110000-inspection/bcf06d6d-9114-41de-8e54-b3d56b234a2a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2042806184422932480.html
湛江,整租,廉江碧桂园,4室2厅2卫,廉江市,廉江市,143.00㎡,南,精装 双卫生间,1900元/月,高楼层,18层,"https://image1.ljcdn.com/110000-inspection/cbb8fe34-01fd-4eaa-b55d-1a9c1f35d338.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2042449801198436352.html
湛江,整租,荣盛中央广场,1室1厅1卫,霞山区,万达片区,40.00㎡,北,精装,1300元/月,中楼层,39层,"https://image1.ljcdn.com/110000-inspection/fec4db55-55f9-4c9b-9f99-adaae357b350.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2042194837217738752.html
湛江,整租,盛和园,4室2厅2卫,赤坎区,南国热带花园片区,136.00㎡,南,精装 双卫生间 随时看房,3500元/月,低楼层,26层,"https://image1.ljcdn.com/110000-inspection/c09dc567025b8786025e1dbaa2fbb88e-033.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2045508767713329152.html
湛江,整租,荣盛中央广场,1室1厅1卫,霞山区,万达片区,90.00㎡,东南,精装,3100元/月,低楼层,27层,"https://image1.ljcdn.com/110000-inspection/cefb6b9f-5070-4a8b-a6a2-c86d2720e0bc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046922377496887296.html
湛江,整租,绿华路6号,3室2厅2卫,霞山区,城市假日片区,110.00㎡,南,精装 双卫生间,2200元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/3569bc61-bc5e-48bf-b7fc-de2bfa6f1b84.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2045852616604254208.html
湛江,整租,中基新城,4室2厅2卫,霞山区,国贸中心区,143.00㎡,南,精装 双卫生间,1800元/月,高楼层,8层,"https://image1.ljcdn.com/110000-inspection/e7208be3-65b5-473a-aefe-0c4e3d77b392.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046520258453307392.html
湛江,整租,金海湾一期,4室2厅2卫,赤坎区,金城片区,150.00㎡,南,精装 双卫生间,2800元/月,低楼层,27层,"https://image1.ljcdn.com/110000-inspection/97a9a45e9ba575bcab8f775c5ad71c67-057.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046086499631366144.html
湛江,整租,人和春天花园,3室2厅2卫,霞山区,三帆片区,105.00㎡,东南,精装 双卫生间,2800元/月,高楼层,29层,"https://image1.ljcdn.com/110000-inspection/pc1_LndA8Vv0d_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046266998270197760.html
湛江,整租,南亚郦都二期,3室2厅2卫,麻章区,麻章区,130.00㎡,南,精装 双卫生间 随时看房,1600元/月,中楼层,26层,"https://image1.ljcdn.com/110000-inspection/bfaf24d2-9b91-43c4-aec5-1cfea61beb60.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2045426309932253184.html
湛江,整租,樂逹居,3室2厅2卫,霞山区,万达片区,120.00㎡,南,双卫生间,2800元/月,中楼层,29层,"https://image1.ljcdn.com/110000-inspection/6afaa77071e226d326719477c5410a30-006.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2045695329835155456.html
湛江,整租,方圆云山诗意,4室2厅2卫,赤坎区,南国热带花园片区,134.00㎡,南,精装 双卫生间 随时看房,3000元/月,高楼层,29层,"https://image1.ljcdn.com/110000-inspection/cf54f58e-7327-4dba-9fec-cb7f6dc2fd61.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046115176763097088.html
湛江,整租,锦绣华景,3室2厅2卫,廉江市,廉江市,104.00㎡,东北,精装 双卫生间,1300元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/bc75a925-edc7-433a-afa7-28a0074a0a8a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2046099910759022592.html
湛江,整租,中科苑,5室2厅2卫,坡头区,坡头区,147.00㎡,南,精装 双卫生间 随时看房,1800元/月,中楼层,33层,"https://image1.ljcdn.com/110000-inspection/2ae4cbf3-e452-49ab-a82a-e7b70a981843.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043631372865634304.html
湛江,整租,万达广场,1室1厅1卫,霞山区,万达片区,48.00㎡,南,精装,1300元/月,中楼层,45层,"https://image1.ljcdn.com/110000-inspection/8319042c-2657-4619-9074-2fb486026340.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043629743953149952.html
湛江,整租,观海路165号之一,3室2厅2卫,霞山区,海滨片区,105.00㎡,南,精装 双卫生间,2500元/月,低楼层,9层,"https://image1.ljcdn.com/110000-inspection/pc1_eeOte88zL_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043921634204581888.html
湛江,整租,友谊一横路三巷,3室1厅1卫,霞山区,工农片区,86.00㎡,东南,,1200元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/fa4f4d78-4633-491b-8dee-ead187147271.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043950381444104192.html
湛江,整租,北方苑小区,3室2厅1卫,霞山区,海滨片区,92.00㎡,北,精装,1200元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/1e256893d6a3c54074e91d30c1f6b4be-016.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043709909689696256.html
湛江,整租,口岸办宿舍,3室2厅1卫,霞山区,鼎盛片区,120.00㎡,东,精装,1300元/月,中楼层,12层,"https://image1.ljcdn.com/110000-inspection/43467835-0aad-4c23-8a37-48ad7b819f1f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2043693482085711872.html
湛江,整租,德兴花园,3室2厅1卫,赤坎区,京基片区,105.00㎡,南,精装,2500元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/8decfa14-ddea-405c-9fed-2acc0393f02a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039227452374384640.html
湛江,整租,恒大绿洲,3室2厅2卫,坡头区,坡头区,124.00㎡,南,精装 双卫生间 随时看房,2000元/月,高楼层,22层,"https://image1.ljcdn.com/110000-inspection/pc1_sOMIIIhxS_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2038962925674168320.html
湛江,整租,金沙湾四期碧海园,3室2厅2卫,赤坎区,金沙湾片区,133.00㎡,南,精装 双卫生间,3300元/月,中楼层,11层,"https://image1.ljcdn.com/110000-inspection/pc1_uHTvHb8jF_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039622992882827264.html
湛江,整租,长盈翰林苑,2室1厅2卫,廉江市,廉江市,36.00㎡,东南,精装 双卫生间 随时看房,1000元/月,中楼层,19层,"https://image1.ljcdn.com/110000-inspection/616805ad-13f3-4302-9b75-dcdaa9a34c4c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039549782397026304.html
湛江,整租,御景轩,3室2厅2卫,廉江市,廉江市,90.00㎡,东南,双卫生间,1650元/月,低楼层,16层,"https://image1.ljcdn.com/110000-inspection/b4a91988-247a-476c-a8aa-fbde65274a42.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039549433762283520.html
湛江,整租,荣盛中央广场,1室1厅1卫,霞山区,万达片区,60.00㎡,南,精装,1500元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/e066b1dc-838a-46a5-874c-d73fa6120e50.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039287766717562880.html
湛江,整租,美景国际广场,4室2厅2卫,廉江市,廉江市,123.30㎡,南,精装 双卫生间 随时看房,1600元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/pc1_iqhlRRox7_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039549452686983168.html
湛江,整租,恒俪湾,4室2厅2卫,霞山区,华都汇片区,107.00㎡,南,精装 双卫生间,3500元/月,低楼层,37层,"https://image1.ljcdn.com/110000-inspection/d5fa2acf-bc17-4d9c-b52d-626b26854543.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039316627270402048.html
湛江,整租,荣盛中央广场,2室1厅1卫,霞山区,万达片区,60.00㎡,南,精装,1900元/月,高楼层,39层,"https://image1.ljcdn.com/110000-inspection/86f7fa95-e45b-4f47-9734-70959a9a61d5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039331692618973184.html
湛江,整租,荣浩,5室2厅2卫,赤坎区,寸金片区,154.00㎡,南,精装 双卫生间,2800元/月,高楼层,26层,"https://image1.ljcdn.com/110000-inspection/c9c627b5-2858-4a79-85d7-c1169fc7c011.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039283547147075584.html
湛江,整租,恒大外滩花园,1室1厅1卫,赤坎区,调顺片区,40.00㎡,东南,精装,1800元/月,中楼层,19层,"https://image1.ljcdn.com/110000-inspection/0daccb29-a9f4-4f4e-a688-258780b8b565.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2039259980405669888.html
湛江,整租,万达广场,1室0厅1卫,霞山区,万达片区,49.00㎡,南,精装,1500元/月,低楼层,50层,"https://image1.ljcdn.com/110000-inspection/cdbc3583-7ee5-4ef7-b220-4b5089e752c4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118375531274567680.html
湛江,整租,假日名苑,2室2厅1卫,霞山区,城市假日片区,45.00㎡,东南,精装,2200元/月,高楼层,21层,"https://image1.ljcdn.com/110000-inspection/5bb7b35be6eb66466c7db7d2e8d01f97-027.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118372199243972608.html
湛江,整租,凯旋豪庭,3室2厅1卫,廉江市,廉江市,90.00㎡,南,精装,1300元/月,中楼层,23层,"https://image1.ljcdn.com/110000-inspection/1a247a87-ad2e-461f-81c5-9a381f94578d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118342057536782336.html
湛江,整租,碧桂园盛世名门,4室2厅2卫,廉江市,廉江市,143.00㎡,东南,精装 双卫生间 随时看房,1500元/月,低楼层,18层,"https://image1.ljcdn.com/110000-inspection/fbe93157-2cfb-4575-b61a-024b6754beca.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118350884411801600.html
湛江,整租,兴发园,3室2厅2卫,霞山区,海滨片区,137.00㎡,东南,精装 双卫生间 随时看房,2580元/月,中楼层,25层,"https://image1.ljcdn.com/110000-inspection/c29eb6ac-b36a-49ab-ab98-24b0a1eb78a0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118293850807074816.html
湛江,整租,十方汇,1室0厅1卫,赤坎区,金沙湾片区,40.00㎡,东南,精装,1500元/月,高楼层,26层,"https://image1.ljcdn.com/110000-inspection/46320068-a92a-4e5c-8c3d-b7f1336eeef4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118552543607914496.html
湛江,整租,金沙湾力华花园,4室2厅2卫,霞山区,金沙湾片区,128.00㎡,南,精装 双卫生间,4500元/月,中楼层,38层,"https://image1.ljcdn.com/110000-inspection/2c321f08825c297e27cd85ba3990c45b-048.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118564253194518528.html
湛江,整租,海关宿舍区,2室1厅1卫,霞山区,南站片区,86.00㎡,南,新上,1200元/月,低楼层,6层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118624564429717504.html
湛江,整租,茶出土出宿舍,2室1厅1卫,霞山区,南站片区,86.00㎡,南,,1200元/月,低楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_y7PMiWqiJ_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118630245425741824.html
湛江,整租,广东半球电风扇工业公司宿舍区,2室2厅1卫,霞山区,国贸中心区,80.00㎡,东,精装,1000元/月,中楼层,9层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118622699268866048.html
湛江,整租,荣盛中央广场,1室0厅1卫,霞山区,万达片区,39.00㎡,南,精装,1500元/月,高楼层,27层,"https://image1.ljcdn.com/110000-inspection/98ccab4b-847d-4201-a9d9-07cab27937c2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118613482701062144.html
湛江,整租,碧桂园君悦华庭,3室2厅2卫,廉江市,廉江市,98.00㎡,北,精装 双卫生间,2000元/月,中楼层,33层,"https://image1.ljcdn.com/110000-inspection/bdf72bfe376af503987efe2205e70b92-031.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118584551990099968.html
湛江,整租,荣盛中央广场,1室1厅1卫,霞山区,万达片区,55.00㎡,东南,精装,2200元/月,高楼层,27层,"https://image1.ljcdn.com/110000-inspection/80d59adc-9f0d-48ac-940e-7c1be50cbe66.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118941796661723136.html
湛江,整租,远洋城,4室2厅2卫,霞山区,南站片区,103.00㎡,南,精装 双卫生间,2100元/月,高楼层,20层,"https://image1.ljcdn.com/110000-inspection/pc1_3iJwdvPk8.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118973536537149440.html
湛江,整租,宝江盈月花园,2室2厅1卫,赤坎区,金沙湾片区,80.00㎡,西,精装,2300元/月,高楼层,29层,"https://image1.ljcdn.com/110000-inspection/0789cee1-1108-4d32-b5a5-df6970764310.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119018187428200448.html
湛江,整租,国贸大厦,4室2厅2卫,霞山区,国贸中心区,168.00㎡,东,精装 双卫生间,4000元/月,中楼层,15层,"https://image1.ljcdn.com/110000-inspection/13b5961e-2fff-47fc-b7ab-2a1e500237ed.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119004748290981888.html
湛江,整租,嘉粤汇景豪庭,2室2厅1卫,霞山区,城市美林片区,75.00㎡,东南,精装,2100元/月,中楼层,30层,"https://image1.ljcdn.com/110000-inspection/e3a3af28-7ac9-4f86-8396-dca1cab98619.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118999460930387968.html
湛江,整租,万洲花园,3室2厅2卫,霞山区,国贸中心区,120.00㎡,南,精装 双卫生间,2200元/月,低楼层,9层,"https://image1.ljcdn.com/110000-inspection/99b77283-e540-4d56-9727-2a716c0d61ae.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118999002350354432.html
湛江,整租,天润•御海湾,1室1厅1卫,赤坎区,金沙湾片区,32.00㎡,南,精装 随时看房,1600元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/d7116557-cb00-45ff-bb96-dc4df2651b94.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118984701711482880.html
湛江,整租,澳海城,4室2厅2卫,霞山区,万达片区,168.00㎡,南,精装 双卫生间,3500元/月,低楼层,29层,"https://image1.ljcdn.com/110000-inspection/pc1_fWOKsqLma_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118980444966879232.html
湛江,整租,瑞云城市花园,1室1厅1卫,麻章区,寸金片区,40.00㎡,西南,精装 随时看房,1200元/月,中楼层,26层,"https://image1.ljcdn.com/110000-inspection/1568c908-7eae-4d7a-b43b-69712b5f981c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119024269173194752.html
湛江,整租,明扬花园,2室2厅1卫,赤坎区,百园片区,80.00㎡,东南,精装,1300元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/f0b8687e-97a0-4a91-94e4-7715ff37960f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119029842325274624.html
湛江,整租,紫薇花园,2室2厅1卫,霞山区,城市假日片区,80.00㎡,西南,精装,1400元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/2bf527aa-384b-4042-ac3c-7ed04758e934.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119029103083388928.html
湛江,整租,万豪世家,3室2厅1卫,霞山区,湿地公园片区,88.16㎡,南,精装,2600元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/8ad7bf8c-743a-46b2-8be4-303d374813ec.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119029258750787584.html
湛江,整租,天润•御海湾,2室1厅1卫,赤坎区,金沙湾片区,52.00㎡,东,精装,2000元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/4a12b0cb-efd0-448f-848f-2abde6d012e2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119273344254607360.html
湛江,整租,天润•御海湾,1室1厅1卫,赤坎区,金沙湾片区,32.00㎡,东,精装,1600元/月,高楼层,32层,"https://image1.ljcdn.com/110000-inspection/e5fa4e48-3dec-4c6d-868f-86c4c91f470b.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119296545869266944.html
湛江,整租,中交龙海名都,2室2厅1卫,霞山区,万达片区,71.00㎡,东南,精装,2000元/月,高楼层,23层,"https://image1.ljcdn.com/110000-inspection/pc1_NzfpYnluC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119348986081968128.html
湛江,整租,蓝色港湾,3室2厅1卫,霞山区,华都汇片区,110.00㎡,东南,精装,2900元/月,中楼层,31层,"https://image1.ljcdn.com/110000-inspection/8e0833aeeede4147351c88202f8f7cfc-013.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119341110798057472.html
湛江,整租,海洋花园,3室2厅2卫,霞山区,海滨片区,135.00㎡,东南,精装 双卫生间,2380元/月,中楼层,10层,"https://image1.ljcdn.com/110000-inspection/pc1_OY8td7i7z.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119363825965727744.html
湛江,整租,恒大帝景,2室2厅1卫,霞山区,万达片区,75.00㎡,东南,精装,2200元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/414785a0-5cd5-4438-99ad-cf98aacdb721.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119358993011834880.html
湛江,整租,城市高地,4室1厅1卫,霞山区,三帆片区,105.00㎡,南,精装,2500元/月,高楼层,30层,"https://image1.ljcdn.com/110000-inspection/5f873c6b-7526-4268-84bc-84f4d71f8d50.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119389232999956480.html
湛江,整租,君临世纪,3室2厅2卫,赤坎区,金沙湾片区,105.00㎡,南,精装 双卫生间,3600元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/b340b58a-c9d0-4f58-b2d7-42096f4e09ea.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119295454196793344.html
湛江,整租,金沙湾一期陶然居,4室2厅2卫,赤坎区,金沙湾片区,125.00㎡,南,精装 双卫生间,2200元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_d0x2SwwSf_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119297274809942016.html
湛江,整租,瑞云城市花园,4室2厅2卫,麻章区,寸金片区,130.00㎡,东南,精装 双卫生间,2800元/月,低楼层,31层,"https://image1.ljcdn.com/110000-inspection/062d5590-5510-4886-a046-65d021b48044.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119348112345530368.html
湛江,整租,荣盛中央广场,2室2厅1卫,霞山区,万达片区,86.00㎡,东,精装,3000元/月,高楼层,27层,"https://image1.ljcdn.com/110000-inspection/45f3a6b3-383c-4d25-9e83-1a1af21ffd87.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119356628372291584.html
湛江,整租,华侨大厦,3室1厅1卫,霞山区,东风片区,205.00㎡,东,随时看房,2800元/月,高楼层,12层,"https://image1.ljcdn.com/110000-inspection/295ceb9a-0333-44d2-830f-034b2f29246d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119388617150300160.html
湛江,整租,永兴国际城,3室2厅2卫,廉江市,廉江市,120.00㎡,北,精装 双卫生间,1800元/月,中楼层,21层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119422116968267776.html
湛江,整租,郊委宿舍（民治路187号）,2室2厅1卫,霞山区,国贸中心区,75.00㎡,南,,1600元/月,低楼层,9层,"https://image1.ljcdn.com/110000-inspection/a5dac1a0-58cd-4516-b809-7c00f5781d4f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119649203842973696.html
湛江,整租,水木清华,1室1厅1卫,霞山区,鼎盛片区,52.00㎡,南,精装,2000元/月,中楼层,11层,"https://image1.ljcdn.com/110000-inspection/2a4d0fd3-e860-44c1-a010-f4efc66833c0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119735537601347584.html
湛江,整租,达智新天地,4室2厅2卫,霞山区,南站片区,108.00㎡,南,精装 双卫生间,2350元/月,高楼层,33层,"https://image1.ljcdn.com/110000-inspection/f49e3909-0501-4712-a6d8-2209f408f05c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2119732235107041280.html
